我,送,你,那,里	C-PN,C-VV,C-PN,M-PN,C-PN
然,后,在,夜,市,里,面,一,起,去,一,起,吃,晚,饭,聊,天,一,下	C-AD,C-AD,C-P,C-NN,C-NN,C-NN,C-NN,C-CD,C-M,C-VV,R-AD,C-AD,C-VV,C-NN,C-NN,C-VV,C-VV,C-AD,C-AD
上,次,我,们,约,好,了,的,一,起,出,去,的,计,划	C-AD,C-AD,C-PN,C-PN,C-VV,C-VV,R-AS,C-DEC,C-AD,C-AD,C-VV,C-VV,C-DEC,C-NN,C-NN
上,个,月,才,满,半,年,了	C-NN,C-NN,C-NN,C-AD,C-VV,C-CD,C-M,R-SP
可,是,有,一,点,冷,了	C-AD,C-AD,C-VE,C-CD,C-CD,C-NN,R-SP
可,是,那,个,时,候,都,不,知,道,了	C-AD,C-AD,C-DT,C-DT,C-NN,C-NN,C-AD,C-AD,C-VV,C-VV,R-SP
可,是,最,近,我,才,知,道,了	C-AD,C-AD,C-NT,C-NT,C-PN,C-AD,C-VV,C-VV,R-AS
可,是,实,在,让,我,很,吃,惊,了	C-AD,C-AD,C-AD,C-AD,C-VV,C-PN,C-AD,C-VV,C-VV,R-SP
因,为,我,小,时,候,他,们,担,心,我,很,多,也,帮,我,变,得,独,立,了	C-P,C-P,C-PN,C-NT,C-NT,C-NT,C-PN,C-PN,C-VV,C-VV,C-PN,C-AD,C-VA,C-AD,C-VV,C-PN,C-VV,C-DER,C-VA,C-VA,R-SP
她,跟,我,每,个,星,期,进,行,语,言,交,换,一,次,了	C-PN,C-P,C-PN,C-DT,C-DT,C-NN,C-NN,C-VV,C-VV,C-NN,C-NN,C-VV,C-VV,C-CD,C-M,R-SP
如,果,你,还,怕,会,不,认,得,我,了	C-CS,C-CS,C-PN,C-AD,C-VV,C-VV,C-AD,C-VV,C-DER,C-PN,R-SP
有,打,工,过,的,经,验,一,定,会,给,他,们,一,些,针,对,将,来,的,生,活,以,及,生,活,方,式,的,观,念	C-VE,C-VV,C-VV,R-AS,C-DEC,C-NN,C-NN,C-AD,C-AD,C-VV,C-VV,C-PN,C-PN,C-CD,C-CD,C-P,C-P,C-BA,C-VV,C-DEC,C-NN,C-NN,C-CC,C-CC,C-NN,C-NN,C-NN,C-NN,C-DEG,C-NN,C-NN
有,的,时,候,我,教,他,韩,文,了	C-DT,C-DT,C-NN,C-NN,C-PN,C-VV,C-PN,C-NR,C-NN,R-NN
而,且,你,把,那,些,东,西,拿,回,来,一,定,蛮,重,了,吧	C-AD,C-AD,C-PN,C-BA,C-DT,C-DT,C-NN,C-NN,C-VV,C-VV,C-VV,C-AD,C-AD,C-AD,C-VA,R-SP,C-SP
你,一,定,喜,欢,了	C-PN,C-AD,C-AD,C-VV,C-VV,R-SP
我,一,直,想,了,「,我,活,下,去,也,应,该,没,有,意,思,，,没,有,用,。,」	C-PN,C-AD,C-AD,C-VV,R-AS,C-PU,C-PN,C-VV,C-VV,C-VV,C-AD,C-VV,C-VV,C-VV,C-VV,C-NN,C-NN,C-PU,C-AD,C-AD,C-VV,C-PU,C-PU
我,先,说,我,非,常,高,兴,可,以,见,你,了	C-PN,C-AD,C-VV,C-PN,C-AD,C-AD,C-VA,C-VA,C-VV,C-VV,C-VV,C-PN,R-SP
我,很,高,兴,我,们,终,于,决,定,了,见,面	C-PN,C-AD,C-VA,C-VA,C-PN,C-PN,C-AD,C-AD,C-VV,C-VV,R-AS,C-NN,C-NN
我,是,一,个,随,性,的,人,了	C-PN,C-VC,C-CD,C-CD,C-P,C-NN,C-DEG,C-NN,R-SP
我,们,已,经,当,了,笔,友,那,么,久,了	C-PN,C-PN,C-AD,C-AD,C-VV,R-AS,C-NN,C-NN,C-AD,C-AD,C-VA,C-VA
我,越,大,越,懂,得,他,的,想,法,了	C-PN,C-AD,C-VA,C-AD,C-VV,C-VV,C-PN,C-DEG,C-NN,C-NN,R-SP
到,台,湾,以,后,才,见,面,了	C-P,C-NR,C-NR,C-LC,C-LC,C-AD,C-VV,C-VV,R-AS
到,现,在,我,接,受,过,了,很,多,别,人,的,帮,助	C-P,C-NT,C-NT,C-PN,C-VV,C-VV,C-AS,R-AS,C-CD,C-CD,C-NN,C-NN,C-DEG,C-NN,C-NN
所,以,我,两,方,面,都,能,帮,她,了	C-AD,C-AD,C-PN,C-CD,C-NN,C-NN,C-AD,C-VV,C-VV,C-PN,R-SP
所,以,我,当,天,会,穿,粉,红,色,的,上,衣,跟,牛,仔,裤,还,有,会,戴,了,一,个,帽,子	C-AD,C-AD,C-PN,C-NT,C-NT,C-VV,C-VV,C-JJ,C-JJ,C-JJ,C-DEG,C-NN,C-NN,C-CC,C-NN,C-NN,C-NN,C-CC,C-CC,C-VV,C-VV,R-AS,C-CD,C-CD,C-NN,C-NN
非,常,感,动,了	C-AD,C-AD,C-VV,C-VV,R-SP
将,来,找,工,作,一,定,会,发,生,了,很,多,问,题	C-AD,C-VV,C-VV,C-NN,C-NN,C-AD,C-AD,C-VV,C-VV,C-VV,R-AS,C-CD,C-CD,C-NN,C-NN
从,新,光,书,店,到,市,政,府,捷,运,站,只,要,走,了,十,分,钟	C-P,C-JJ,C-NN,C-NN,C-NN,C-P,C-NN,C-NN,C-NN,C-NN,C-NN,C-NN,C-AD,C-VV,C-VV,R-AS,C-CD,C-M,C-M
第,一,次,去,了,英,国,留,学	C-OD,C-OD,C-M,C-VV,R-AS,C-NR,C-NR,C-VV,C-VV
这,件,事,要,从,１,８,岁,说,起,来,了	C-DT,C-M,C-NN,C-VV,C-P,C-CD,C-CD,C-M,C-VV,C-VV,C-VV,R-AS
最,近,常,常,听,说,过,网,路,交,友,发,生,很,多,问,题	C-NT,C-NT,C-AD,C-AD,C-VV,C-VV,R-AS,C-NN,C-NN,C-NN,C-NN,C-VV,C-VV,C-CD,C-CD,C-NN,C-NN
发,现,了,他,们,总,是,为,我,努,力	C-VV,C-VV,R-AS,C-PN,C-PN,C-AD,C-AD,C-P,C-PN,C-VV,C-VV
搞,不,好,妳,会,赚,一,笔,钱,了,呢	C-VV,C-AD,C-AD,C-AD,C-VV,C-VV,C-CD,C-M,C-NN,R-SP,C-SP
当,然,并,没,有,理,想,了	C-AD,C-AD,C-AD,C-AD,C-AD,C-VA,C-VA,R-SP
还,有,搬,太,多,的,东,西,以,后,我,应,该,会,腰,痛,了	C-AD,C-AD,C-VV,C-AD,C-CD,C-DEG,C-NN,C-NN,C-LC,C-LC,C-PN,C-VV,C-VV,C-VV,C-NN,C-VA,R-SP
一,定,会,没,有,现,在,的,我	C-AD,C-AD,R-VV,C-VE,C-VE,C-NT,C-NT,C-DEG,C-PN
也,会,得,感,谢,他,们,把,我,们,养,大	C-AD,R-VV,C-DER,C-VV,C-VV,C-PN,C-PN,C-BA,C-PN,C-PN,C-VV,C-VV
也,请,你,告,诉,我,怎,么,可,能,找,到,你	C-AD,C-VV,C-PN,C-VV,C-VV,C-PN,C-AD,C-AD,R-AD,C-AD,C-VV,C-VV,C-PN
可,是,你,会,找,得,到,我,才,好	C-AD,C-AD,C-PN,R-VV,C-VV,C-DER,C-VV,C-PN,C-AD,C-VA
而,且,不,要,出,去,外,面,也,可,以,省,时,间	C-AD,C-AD,C-AD,R-AD,C-VV,C-VV,C-NN,C-NN,C-AD,C-VV,C-VV,C-VV,C-NN,C-NN
而,且,害,我,们,全,家,得,食,物,中,毒	C-AD,C-AD,C-VV,C-PN,C-PN,C-NN,C-NN,R-VV,C-VV,C-VV,C-VV,C-VV
我,父,母,一,直,要,帮,我	C-PN,C-NN,C-NN,C-AD,C-AD,R-VV,C-VV,C-PN
我,打,算,那,天,下,午,一,点,半,可,以,跟,你,碰,面	C-PN,C-VV,C-VV,C-NT,C-NT,C-NT,C-NT,C-NT,C-NT,C-NT,R-VV,C-VV,C-P,C-PN,C-VV,C-VV
我,希,望,要,跟,她,说,很,谢,谢,她	C-PN,C-VV,C-VV,R-VV,C-P,C-PN,C-VV,C-AD,C-VV,C-VV,C-PN
我,们,会,看,得,到,台,北,的,漂,漂,亮,亮,的,风,景	C-PN,C-PN,R-VV,C-VV,C-DER,C-VV,C-NR,C-NR,C-DEC,C-VV,C-VV,C-VV,C-VV,C-DEC,C-NN,C-NN
所,以,到,现,在,为,止,没,想,过,自,然,环,境,到,底,是,怎,么,会,受,到,经,济,发,展,的,影,响	C-AD,C-AD,C-P,C-NT,C-NT,C-LC,C-LC,C-AD,C-VV,C-AS,C-NN,C-NN,C-NN,C-NN,C-AD,C-AD,C-VC,C-AD,C-AD,R-VV,C-VV,C-VV,C-NN,C-NN,C-NN,C-NN,C-DEG,C-NN,C-NN
孩,子,们,长,大,以,后,也,不,应,该,会,孤,单	C-NN,C-NN,C-NN,C-VV,C-VV,C-LC,C-LC,C-AD,C-AD,R-VV,C-VV,C-VV,C-VA,C-VA
然,后,他,要,自,己,处,理,好,这,些,东,西,了	C-AD,C-AD,C-PN,R-VV,C-PN,C-PN,C-VV,C-VV,C-VA,C-DT,C-DT,C-NN,C-NN,C-SP
请,你,再,要,当,我,妈	C-VV,C-PN,C-AD,R-AD,C-P,C-PN,C-NN
把,我,的,中,文,能,力,也,很,快,速,地,进,步,了	R-BA,C-PN,C-DEG,C-NN,C-NN,C-NN,C-NN,C-AD,C-AD,C-VA,C-VA,C-DEV,C-VV,C-VV,C-AS
把,我,兴,奋,得,睡,不,著	R-BA,C-PN,C-VV,C-VV,C-DER,C-VV,C-NN,C-NN
一,直,以,来,给,我,们,这,些,方,面,的,知,识	C-AD,C-AD,C-AD,C-AD,C-P,C-PN,C-PN,C-DT,R-DT,C-NN,C-NN,C-DEG,C-NN,C-NN
可,是,我,这,个,６,年,没,有,机,会,去,外,国,工,作	C-AD,C-AD,C-PN,C-DT,R-DT,C-CD,C-M,C-VE,C-VE,C-NN,C-NN,C-VV,C-NN,C-NN,C-NN,C-NN
有,一,些,次,他,当,我,的,棒,球,队,的,教,练	C-VE,C-CD,R-CD,C-M,C-PN,C-VV,C-PN,C-DEG,C-NN,C-NN,C-NN,C-DEG,C-NN,C-NN
我,没,想,到,她,会,对,这,样,的,我,说,那,样,的,句,话	C-PN,C-AD,C-VV,C-VV,C-PN,C-VV,C-P,C-PN,C-PN,C-DEG,C-PN,C-VV,C-VA,C-VA,C-DEC,R-M,C-NN
那,个,天,我,要,穿,红,色,的,毛,衣,配,黑,色,的,裤,子	C-DT,R-DT,C-M,C-PN,C-VV,C-VV,C-JJ,C-JJ,C-DEG,C-NN,C-NN,C-VV,C-NN,C-NN,C-DEC,C-NN,C-NN
这,个,是,我,们,头,一,次,见,面	C-PN,R-PN,C-VC,C-PN,C-PN,C-DT,C-CD,C-M,C-VV,C-VV
确,定,以,后,这,件,事,永,远,不,会,再,次,发,生,了	C-VV,C-VV,C-LC,C-LC,C-DT,C-M,C-NN,C-AD,C-AD,C-AD,C-VV,C-AD,R-AD,C-VV,C-VV,C-VV
但,我,并,觉,得,这,是,应,该,要,做,的	C-AD,C-PN,R-AD,C-VV,C-VV,C-PN,C-VC,C-VV,C-VV,C-VV,C-VV,C-SP
但,在,我,心,里,满,怀,著,希,望,而,相,信,总,有,一,天,我,会,找,到,好,朋,友	C-AD,C-P,C-PN,C-NN,C-NN,C-VV,C-VV,C-AS,C-NN,C-NN,R-MSP,C-VV,C-VV,C-AD,C-VE,C-CD,C-M,C-PN,C-VV,C-VV,C-VV,C-JJ,C-NN,C-NN
并,只,是,跟,你,开,玩,笑,而,已	R-AD,C-AD,C-VC,C-P,C-PN,C-VV,C-VV,C-VV,C-SP,C-SP
假,设,若,没,有,打,工,过,的,经,验	C-NN,C-NN,R-CS,C-AD,C-AD,C-VV,C-VV,C-AS,C-DEC,C-NN,C-NN
但,我,并,觉,得,这,是,应,该,要,做,的	C-AD,C-PN,R-AD,C-VV,C-VV,C-PN,C-VC,C-VV,C-VV,C-VV,C-VV,C-SP
他,是,我,的,以,前,的,室,友	C-PN,C-VC,C-PN,R-DEG,C-NT,C-NT,C-DEG,C-NN,C-NN
可,是,也,不,应,该,拿,来,开,玩,笑,的	C-AD,C-AD,C-AD,C-AD,C-VV,C-VV,C-VV,C-MSP,C-VV,C-VV,C-VV,R-SP
可,是,真,正,的,见,面,之,际	C-AD,C-AD,C-JJ,C-JJ,R-DEG,C-NN,C-NN,C-LC,C-LC
只,要,努,力,的,从,事,自,己,的,工,作	C-AD,C-VV,C-VV,C-VV,R-DEV,C-VV,C-VV,C-PN,C-PN,C-DEG,C-NN,C-NN
她,也,会,体,验,韩,国,的,漂,亮,的,地,方	C-PN,C-AD,C-VV,C-VV,C-VV,C-NR,C-NR,R-DEG,C-JJ,C-JJ,C-DEG,C-NN,C-NN
老,实,地,说	C-VA,C-VA,R-DEV,C-VV
而,且,现,在,他,们,的,生,活,大,部,分,的,是,为,了,养,孩,子	C-AD,C-AD,C-NT,C-NT,C-PN,C-PN,C-DEG,C-NN,C-NN,C-CD,C-CD,C-CD,R-DEC,C-VC,C-P,C-P,C-VV,C-NN,C-NN
但,是,把,这,次,发,生,的,事,情,当,作,一,个,好,好,的,学,习,的,机,会,吧	C-AD,C-AD,C-BA,C-AD,C-AD,C-VV,C-VV,C-DEC,C-NN,C-NN,C-VV,C-VV,C-CD,C-CD,C-AD,C-AD,R-DEV,C-VV,C-VV,C-DEC,C-NN,C-NN,C-SP
你,已,经,看,过,我,的,照,片,所,以,你,知,道,我,长,得,甚,么,样	C-PN,C-AD,C-AD,C-VV,C-AS,C-PN,C-DEG,C-NN,C-NN,C-AD,C-AD,C-PN,C-VV,C-VV,C-PN,C-VV,R-DER,C-DT,C-DT,C-M
你,可,以,看,四,十,三,街,的,亮,亮,的,灯,光	C-PN,C-VV,C-VV,C-VV,C-CD,C-CD,C-CD,C-NN,R-DEG,C-NN,C-NN,C-DEG,C-NN,C-NN
我,也,安,排,了,我,们,最,后,一,个,的,行,程	C-PN,C-AD,C-VV,C-VV,C-AS,C-PN,C-PN,C-AD,C-AD,C-CD,C-CD,R-DEG,C-NN,C-NN
我,们,就,去,租,脚,踏,车,看,附,近,的,有,意,思,的,地,方	C-PN,C-PN,C-AD,C-VV,C-VV,C-NN,C-NN,C-NN,C-VV,C-NN,C-NN,R-DEG,C-JJ,C-JJ,C-JJ,C-DEG,C-NN,C-NN
我,高,兴,的,时,候,她,的,跟,著,我,高,兴	C-PN,C-VA,C-VA,C-DEC,C-NN,C-NN,C-PN,R-DEG,C-NN,C-NN,C-PN,C-VA,C-VA
更,不,好,的,事,情,是,我,一,定,得,准,备,高,中,的,联,考,的	C-AD,C-VV,C-VV,C-DEC,C-NN,C-NN,C-VC,C-PN,C-AD,C-AD,C-VV,C-VV,C-VV,C-NN,C-NN,C-DEC,C-NN,C-NN,R-SP
那,件,事,对,我,很,重,要,的	C-JJ,C-JJ,C-NN,C-P,C-PN,C-AD,C-VA,C-VA,R-DEC
爸,爸,说,我,的,社,会,的,地,位,会,比,较,低	C-NN,C-NN,C-VV,C-PN,C-DEG,C-NN,C-NN,R-DEG,C-NN,C-NN,C-VV,C-AD,C-AD,C-VA
祝,你,的,健,康	C-VV,C-PN,R-DEG,C-NN,C-NN
现,在,的,网,路,发,达,的,时,代	C-NT,C-NT,R-DEG,C-NN,C-NN,C-VA,C-VA,C-DEC,C-NN,C-NN
这,个,时,候,我,奶,奶,把,她,的,存,的,钱,给,我	C-DT,C-DT,C-NN,C-NN,C-PN,C-NN,C-NN,C-BA,C-PN,R-DEG,C-NN,C-DEG,C-NN,C-VV,C-PN
这,个,想,法,在,我,国,很,普,通,的	C-DT,C-DT,C-NN,C-NN,C-P,C-NN,C-NN,C-AD,C-VA,C-VA,R-SP
等,待,你,的,很,快,的,回,信	C-VV,C-VV,C-PN,R-DEG,C-AD,C-VA,C-SP,C-VV,C-VV
买,的,东,西,真,的,很,划,算	C-VV,R-DEC,C-NN,C-NN,C-AD,C-DEV,C-AD,C-VA,C-VA
隔,天,我,就,去,「,有,机,蔬,菜,」,超,级,市,场,我,平,常,买,的,菜,的,地,方	C-NT,C-NT,C-PN,C-AD,C-VV,C-PU,C-JJ,C-JJ,C-NN,C-NN,C-PU,C-VV,C-VV,C-VV,C-VV,C-PN,C-AD,C-AD,C-VV,R-DEC,C-NN,C-DEG,C-NN,C-NN
隔,天,的,登,在,苹,果,日,报,上,的,两,位,日,本,球,迷,竟,然,都,是,我,的,球,迷,朋,友	C-NT,C-NT,R-DEG,C-VV,C-VV,C-NN,C-NN,C-NN,C-NN,C-LC,C-DEG,C-CD,C-M,C-NR,C-NR,C-NN,C-NN,C-AD,C-AD,C-AD,C-VC,C-PN,C-DEG,C-NN,C-NN,C-NN,C-NN
学,历,比,较,高,的,大,学,的,学,生,做,家,教	C-NN,C-NN,C-AD,C-AD,C-VA,C-DEC,C-NN,C-NN,R-DEG,C-NN,C-NN,C-VV,C-NN,C-NN
应,该,确,定,人,家,要,买,才,帮,他,买,的	C-VV,C-VV,C-VV,C-VV,C-PN,C-PN,C-VV,C-VV,C-AD,C-VV,C-PN,C-VV,R-SP
虽,然,我,的,中,文,的,能,力,还,不,够	C-CS,C-CS,C-PN,C-DEG,C-NN,C-NN,R-DEC,C-NN,C-NN,C-AD,C-VA,C-VA
李,大,年,讲,的,也,应,该,是,客,气,话,的	C-NR,C-JJ,C-JJ,C-VV,C-DEC,C-AD,C-VV,C-VV,C-VC,C-NN,C-NN,C-NN,R-SP
我,想,我,们,礼,拜,六,早,上,十,点,在,台,北,车,站,第,一,号,出,口,见,面	C-PN,C-VV,C-PN,C-PN,C-NT,C-NT,C-NT,C-AD,C-VV,C-NT,C-NT,C-P,C-NR,C-NR,C-NN,C-NN,R-OD,C-OD,C-M,C-NN,C-NN,C-VV,C-VV
那,回,来,台,湾,隔,一,天	R-AD,C-VV,C-VV,C-NR,C-NR,C-VV,C-CD,C-M
他,们,用,自,己,赚,的,钱,来,去,旅,行	C-PN,C-PN,C-P,C-PN,C-PN,C-VV,C-DEC,C-NN,R-VV,C-VV,C-NN,C-NN
你,也,知,道,我,是,对,书,挺,有,兴,趣,去,的	C-PN,C-AD,C-VV,C-VV,C-PN,C-VC,C-P,C-NN,C-AD,C-VE,C-NN,C-NN,R-VV,C-SP
我,实,在,为,你,难,过,一,些	C-PN,C-AD,C-AD,C-P,C-PN,C-AD,C-VV,R-CD,C-CD
人,可,以,在,人,生,上,的,每,一,个,经,验,中,学,到,一,些,事	C-NN,C-VV,C-VV,C-P,C-NN,C-NN,R-LC,C-DEG,C-DT,C-CD,C-CD,C-NN,C-NN,C-LC,C-VV,C-VV,C-CD,C-CD,C-NN
相,关,人,士,却,将,我,堵,在,门,口,外	C-JJ,C-JJ,C-NN,C-NN,C-AD,C-BA,C-PN,C-VV,C-VV,C-NN,R-NN,C-LC
人,最,重,要,的,是,人,们,要,知,道,这,个,事,实	R-NN,C-AD,C-VA,C-VA,C-DEC,C-VC,C-NN,C-NN,C-VV,C-VV,C-VV,C-DT,C-DT,C-NN,C-NN
因,为,本,地,人,靠,游,客,来,享,受,环,境,生,活	C-P,C-P,C-NN,C-NN,C-NN,C-P,C-NN,C-VV,C-VV,C-VV,C-VV,R-NN,C-NN,C-NN,C-NN
我,觉,得,超,过,一,百,个,人,的,朋,友,很,难	C-PN,C-VV,C-VV,C-VV,C-VV,C-CD,C-CD,C-M,R-NN,C-DEG,C-NN,C-NN,C-AD,C-VA
李,安,安,小,姐,敬,上	C-NR,C-NR,C-NR,R-NN,C-NN,C-VV,C-VV
从,开,始,交,往,时,候,到,现,在	C-P,C-VV,C-VV,C-VV,C-VV,R-NN,C-NN,C-P,C-NT,C-NT
这,样,的,关,系,与,同,学,或,同,仁,之,间,的,关,系	C-JJ,C-JJ,R-DEG,C-NN,C-NN,C-CC,C-NN,C-NN,C-CC,C-NN,C-NN,C-LC,C-LC,C-DEG,C-NN,C-NN
你,不,必,全,一,天,戴,著	C-PN,C-AD,C-AD,C-DT,R-CD,C-M,C-VV,C-AS
下,午,我,们,大,家,一,起,去,在,陈,先,生,船,上	C-NT,C-NT,C-PN,C-PN,C-PN,C-PN,C-AD,C-AD,C-VV,R-P,C-NR,C-NN,C-NN,C-NN,C-NN
不,过,去,打,工,的,话,可,以,认,识,与,不,同,经,验,的,人	C-AD,C-VV,C-VV,C-VV,C-VV,C-DEC,C-NN,C-VV,C-VV,C-VV,C-VV,R-P,C-JJ,C-JJ,C-NN,C-NN,C-DEC,C-NN
因,为,在,于,１,９,９,２,年,巴,塞,隆,纳,奥,运	C-P,C-P,C-VV,R-VV,C-NT,C-NT,C-NT,C-NT,C-NT,C-NR,C-NR,C-NR,C-NR,C-NR,C-NR
因,许,多,国,家,注,重,经,济,发,展,而,没,有,注,意,到,环,境,保,护,问,题	R-P,C-CD,C-CD,C-NN,C-NN,C-VV,C-VV,C-NN,C-NN,C-NN,C-NN,C-MSP,C-AD,C-AD,C-VV,C-VV,C-VV,C-NN,C-NN,C-NN,C-NN,C-NN,C-NN
在,我,国,的,学,费,听,说,是,世,界,最,贵,的	R-P,C-NN,C-NN,C-DEG,C-NN,C-NN,C-VV,C-VV,C-VC,C-NN,C-NN,C-AD,C-VA,C-VA
好,以,面,对,这,些,恶,劣,厂,商	C-AD,R-P,C-VV,C-VV,C-DT,C-DT,C-JJ,C-JJ,C-NN,C-NN
好,以,准,备,当,晚,的,晚,餐	C-AD,R-P,C-VV,C-VV,C-NT,C-NT,C-DEG,C-NN,C-NN
自,二,十,几,年,来	R-P,C-CD,C-CD,C-CD,C-M,C-LC
但,是,在,上,述,环,保,团,体,与,生,态,专,家,也,提,醒	C-AD,C-AD,R-P,C-JJ,C-JJ,C-NN,C-NN,C-NN,C-NN,C-CC,C-NN,C-NN,C-NN,C-NN,C-AD,C-VV,C-VV
你,打,给,我,的,手,机	C-PN,C-VV,R-VV,C-PN,C-DEG,C-NN,C-NN
我,购,买,了,两,包,「,有,机,牌,胡,萝,卜,」,和,两,三,种,其,他,的,菜,好,以,准,备,当,晚,的,晚,餐	C-PN,C-VV,C-VV,C-AS,C-CD,C-M,C-PU,C-JJ,C-JJ,C-NN,C-NN,C-NN,C-NN,C-PU,C-CC,C-CD,C-CD,C-M,C-DT,C-DT,C-DEG,C-NN,C-AD,R-P,C-VV,C-VV,C-NT,C-NT,C-DEG,C-NN,C-NN
那,两,家,当,中,离,捷,运,站,到,新,光,书,店,比,较,近	C-DT,C-CD,C-M,R-LC,C-LC,C-P,C-NN,C-NN,C-VV,C-VV,C-JJ,C-NN,C-NN,C-NN,C-P,C-NN,C-NN
是,坐,在,那,一,区,的,一,群,人,在,一,起,作,弊	C-VC,C-VV,C-P,C-DT,C-CD,C-NN,C-DEG,C-CD,C-M,C-NN,R-P,C-AD,C-AD,C-VV,C-VV
从,现,在,简,单,地,介,绍,那,件,事,情,吧	R-P,C-NT,C-NT,C-VA,C-VA,C-DEV,C-VV,C-VV,C-VV,C-VV,C-NN,C-NN,C-SP
虽,然,我,们,已,经,在,互,相,写,信,很,久,了	C-CS,C-CS,C-PN,C-PN,C-AD,C-AD,R-P,C-AD,C-AD,C-VV,C-VV,C-AD,C-VA,C-VA
不,过,我,希,望,我,们,会,变,成,好,朋,友,们	C-AD,C-AD,C-PN,C-VV,C-VV,C-PN,C-PN,C-VV,C-VV,C-VV,C-JJ,C-NN,C-NN,R-NN
同,时,收,到,了,许,多,人,们,的,赞,扬	C-AD,C-AD,C-VV,C-VV,C-AS,C-CD,C-CD,C-NN,R-NN,C-DEG,C-NN,C-NN
可,是,我,朋,友,在,网,路,上,认,识,现,在,的,她,先,生	C-AD,C-AD,C-PN,C-NN,C-NN,C-P,C-NN,C-NN,C-LC,C-VV,C-VV,C-NT,C-NT,C-DEG,R-PN,C-NN,C-NN
我,们,只,要,找,方,法,怎,么,让,自,己,快,快,乐,乐,地,生,活	C-PN,C-PN,C-AD,C-VV,C-VV,C-NN,C-NN,R-AD,C-AD,C-VV,C-PN,C-PN,C-VV,C-VV,C-VV,C-VV,C-DEV,C-VV,C-VV
他,就,说,是,「,哪,里,，,是,应,该,的,」	C-PN,C-AD,C-VV,R-VC,C-PU,C-PN,C-PN,C-PU,C-VC,C-VV,C-VV,C-DEC,C-PU
但,是,只,有,那,个,朋,友,是,一,直,没,跟,我,说,话	C-AD,C-AD,C-AD,C-VE,C-DT,C-DT,C-NN,C-NN,R-VC,C-AD,C-AD,C-AD,C-P,C-PN,C-VV,C-VV
你,的,同,学,也,是,太,过,分,了	C-PN,C-DEG,C-NN,C-NN,C-AD,R-VC,C-AD,C-VA,C-VA,C-SP
我,的,头,发,是,黑,黑,短,短,的	C-PN,C-DEG,C-NN,C-NN,R-VC,C-VA,C-VA,C-VA,C-VA,C-VA
我,是,一,百,六,十,三,公,分,高	C-PN,R-VC,C-CD,C-CD,C-CD,C-CD,C-CD,C-M,C-M,C-VA
我,是,也,有,过,这,种,经,验	C-PN,R-VC,C-AD,C-VE,C-AS,C-NN,C-NN,C-NN,C-NN
我,是,来,自,印,尼	C-PN,R-VC,C-VV,C-VV,C-NR,C-NR
我,买,的,位,子,就,是,很,好,啊	C-PN,C-VV,C-DEC,C-NN,C-NN,C-AD,R-VC,C-AD,C-VA,C-VA
是,比,如,说,２,０,年,以,前,的,话	R-VC,C-AD,C-AD,C-AD,C-CD,C-CD,C-M,C-LC,C-LC,C-DEG,C-NN
是,竟,然,都,是,我,的,球,迷,朋,友	R-VC,C-AD,C-AD,C-AD,C-VC,C-PN,C-DEG,C-NN,C-NN,C-NN,C-NN
现,在,我,跟,这,瑞,典,人,的,关,系,已,经,是,变,成,很,好,的,朋,友	C-NT,C-NT,C-PN,C-P,C-DT,C-NN,C-NN,C-NN,C-DEG,C-NN,C-NN,C-AD,C-AD,R-VC,C-VV,C-VV,C-AD,C-VA,C-DEC,C-NN,C-NN
隔,天,登,在,苹,果,日,报,上,的,两,位,日,本,球,迷,是,竟,然,都,是,我,的,球,迷,朋,友	C-NT,C-NT,C-VV,C-VV,C-NN,C-NN,C-NN,C-NN,C-LC,C-DEG,C-CD,C-M,C-NR,C-NR,C-NN,C-NN,R-VC,C-AD,C-AD,C-AD,C-VC,C-PN,C-DEG,C-NN,C-NN,C-NN,C-NN
老,实,地,说	C-VA,C-VA,R-DEV,C-VV
我,要,找,个,时,间,去,百,货,公,司,退,这,个,礼,物,吧	C-PN,C-VV,C-VV,C-M,C-NN,C-NN,C-VV,C-VV,C-VV,C-VV,C-VV,C-VV,C-DT,C-DT,C-NN,C-NN,R-SP
妳,好,像,跟,我,说,过,明,天,在,师,大,有,作,文,考,试,吗	C-NN,C-NN,C-NN,C-P,C-PN,C-VV,C-AS,C-NT,C-NT,C-P,C-NR,C-NR,C-VE,C-NN,C-NN,C-NN,C-NN,R-SP
于,是,古,今,中,之,外	C-AD,C-AD,C-JJ,C-NT,C-LC,R-LC,C-LC
我,以,下,谈,一,谈,我,的,想,法	R-PN,C-AD,C-AD,C-VV,C-AD,C-VV,C-PN,C-DEG,C-NN,C-NN
我,在,东,京,举,行,亚,洲,棒,球,大,赛,时,我,回,日,本,为,中,华,职,棒,冠,军,队,加,油	C-PN,C-P,C-NR,C-NR,C-VV,C-VV,C-NR,C-NR,C-NN,C-NN,C-NN,C-NN,C-LC,R-PN,C-VV,C-NR,C-NR,C-P,C-NR,C-NR,C-NN,C-NN,C-NN,C-NN,C-NN,C-VV,C-VV
我,在,教,室,外,看,到,我,一,个,不,太,喜,欢,我,的,同,学	C-PN,C-P,C-NN,C-NN,C-LC,C-VV,C-VV,R-PN,C-AD,C-AD,C-AD,C-AD,C-VV,C-VV,C-PN,C-DEG,C-NN,C-NN
